722026 HOMESTEAD AFB          FL  -5  N25 29  W080 23     5  1012
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  8  4920 J5   915  2460 J7  1423  3083 J5   369 10594 17269  7.0  6.3  4.44  0.22  32.90  25.13  28.40  29.69  78     0   331  2.6
  9  4487 J5  1008  2577 J7  1519  2644 J5   371  9627 16556  7.7  6.5  4.92  0.19  30.93  24.01  27.17  28.48  83     0   274  2.9
 10  4129 J5   943  3259 J7  1768  2091 J5   338  8287 15824  5.9  5.3  3.37  0.14  29.39  22.48  25.85  27.34  76     0   236  4.0
 11  3049 J5   938  2427 J7  1899  1725 J5   299  6973 15184  7.3  6.5  3.88  0.11  27.00  19.47  22.97  24.64  80     1   148  3.6
 12  2870 J5   822  2769 J7  2150  1509 J5   332  6310 14876  6.3  5.9  3.05  0.08  24.52  15.78  20.05  21.94  83    31    87  3.2
 13  4366 J5   918  3022 J7   462  2397 J5   658  9143 16523  6.5  5.9  3.67  0.15  29.18  21.37  24.97  26.54  78    64  2599  3.3
 1998
  1  3605 K4   983  4321 K6  2576  1431 K4   489  6714 15140  7.4  7.1  2.97  0.07  24.39  17.39  20.82  22.51  83    17    96  3.9
  2  4174 K4  1387  4386 K6  2806  1687 K4   558  7911 15792  5.7  5.4  2.54  0.08  24.64  16.04  20.42  22.22  82    24    80  4.3
  3  5689 K4  1315  6078 K6  2574  1814 K4   573  9319 16546  5.8  5.5  2.63  0.11  24.68  16.90  20.82  22.29  75    19    95  4.4
  4  6649 K4   876  6194 K6  1813  2279 K4   589 10461 17268  4.7  4.2  2.40  0.15  27.67  19.83  23.95  25.59  72     0   163  3.8
  5  6587 K4  1524  5605 K6  2658  2365 K4   632 11083 17838  5.2  4.8  3.20  0.19  30.24  21.52  25.79  27.52  81     0   234  2.9
  6  6775 K4   991  5705 K6  1678  2411 K4   386 11268 18082  5.9  5.4  4.08  0.21  32.87  24.82  28.65  30.08  83     0   316  2.7
  7  6462 K4  1234  5141 K6  1933  2544 K4   379 11120 17861  6.7  6.1  4.51  0.23  32.81  25.52  28.85  30.08  80     0   336  2.8
  8  6182 K4  1021  5179 K6  1594  2302 K4   388 10601 17276  6.8  5.9  4.83  0.22  32.55  25.61  28.83  30.14  79     0   333  2.7
  9  4869 K4  1558  3938 K6  2322  2104 K4   527  9638 16564  7.7  6.5  4.80  0.19  31.27  25.28  28.11  29.35  81     0   298  3.5
 10  4869 K4   794  5040 K6  1676  1748 K4   355  8299 15832  6.2  5.4  3.92  0.14  30.16  23.71  26.48  28.07  76     0   267  4.1
 11  3993 K4  1051  5044 K6  2276  1311 K4   347  6983 15191  5.2  5.0  3.06  0.11  27.82  20.83  24.28  25.79  80     0   180  3.5
 12  3846 K4   677  5650 K6  1816  1092 K4   334  6312 14878  4.5  4.0  2.86  0.08  26.61  18.94  22.70  24.54  79    10   148  3.4
 13  5308 K4  1216  5190 K6   705  1924 K4   479  9142 16522  6.0  5.4  3.48  0.15  28.81  21.37  24.98  26.52  79    69  2545  3.5
 1999
  1  3835 K4  1087  5447 K6  2463  1126 K4   411  6706 15136  5.2  4.9  2.49  0.07  25.37  17.17  21.03  23.01  78    18   109  4.0
  2  5081 K4   683  6381 K6  1744  1365 K4   463  7898 15784  4.0  3.6  2.15  0.08  25.36  14.78  20.02  22.37  75    15    63  3.1
  3  5944 K4   979  6482 K6  1999  1789 K4   532  9307 16538  4.3  4.1  1.93  0.11  25.58  15.32  20.60  22.80  72     9    74  3.6
  4  6895 K4  1035  6869 K6  1697  1950 K4   420 10452 17262  4.7  4.4  2.79  0.15  28.87  19.47  24.36  26.21  74     0   175  3.4
  5  6317 K4  1471  5318 K6  2074  2362 K4   464 11078 17834  5.1  4.8  3.16  0.19  29.98  20.56  25.12  26.83  72     0   215  3.2
