722104 ST PETERSBURG ALBERT W FL  -5  N27 46  W082 38     2  1013
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  7  6427 K4   943  5159 K6  1455  2455 K4   297 11187 18065  2.3  1.9  4.34  0.23  32.03  25.83  28.44  29.35  75     0   329  3.1
  8  5754 K4  1512  4661 K6  2082  2286 K4   372 10577 17404  2.7  2.2  4.81  0.22  31.55  25.87  28.43  29.33  79     0   322  3.4
  9  4815 K4  1700  4075 K6  2436  2006 K4   346  9494 16600  4.0  3.4  4.26  0.19  29.73  24.72  26.85  27.70  81     0   267  3.9
 10  4357 K4  1204  4379 K6  2336  1729 K4   361  8042 15761  4.0  3.5  3.29  0.14  27.42  21.79  24.32  25.29  83     2   196  5.0
 11  4106 K4   711  5546 K6  1590  1222 K4   266  6646 15017  2.2  2.1  2.01  0.11  23.94  17.36  20.28  21.44  83     6    76  4.4
 12  3285 K4  1080  4808 K6  2565  1052 K4   331  5937 14647  4.1  3.9  2.16  0.08  21.85  14.55  17.48  18.73  86    50    46  3.7
 13  5235 K4  1210  5377 K6   964  1798 K4   549  8981 16524  2.8  2.5  3.00  0.15  26.78  20.11  22.98  24.10  80   166  2041  3.9
 2000
  1  3567 K4  1081  5202 K6  2657  1086 K4   349  6335 14926  3.6  3.5  1.90  0.07  20.52  13.35  16.44  17.60  80    67    24  3.8
  2  4822 K4  1108  6549 K6  2392  1223 K4   378  7605 15672  2.3  2.2  1.84  0.08  21.66  14.10  17.29  18.83  79    49    36  3.8
  3  5807 K4  1013  6360 K6  2026  1737 K4   404  9139 16548  3.0  2.8  2.25  0.11  25.65  18.39  21.58  22.83  77     0   114  4.3
  4  6745 K4  1302  6790 K6  2161  1925 K4   454 10400 17374  2.4  2.2  1.96  0.15  25.83  18.57  22.07  23.19  68     4   120  4.3
  5  7337 K4   527  6726 K6  1151  2334 K4   387 11125 18025  1.9  1.8  2.87  0.19  30.32  22.93  26.26  27.44  74     0   257  4.0
  6  6626 K4  1256  5460 K6  1894  2392 K4   321 11358 18305  3.4  2.7  4.26  0.21  31.63  24.60  27.63  28.65  82     0   294  4.0
  7  5686 K4  1802  4319 K6  2322  2420 K4   392 11178 18052  3.9  3.1  4.67  0.23  31.39  25.71  28.38  29.03  80     0   317  3.7
  8  5844 K4  1220  4792 K6  1680  2277 K4   333 10557 17393  2.9  2.3  4.41  0.22  32.10  26.37  28.84  29.75  76     0   338  3.5
  9  5110 K4  1098  4286 K6  1799  2155 K4   339  9462 16580  3.6  2.7  4.63  0.19  31.17  25.70  28.06  28.99  84     0   303  4.4
 10  5040 K4   418  5795 K6  1062  1603 K4   340  8006 15742  1.6  1.5  2.84  0.14  27.68  20.87  23.86  25.13  71     0   184  4.6
 11  3814 K4  1027  4842 K6  2243  1276 K4   295  6618 15003  2.8  2.4  2.42  0.10  23.57  17.04  20.05  21.16  64    24    84  3.9
 12  3372 K4   846  4834 K6  2141  1104 K4   326  5933 14649  3.5  3.3  1.86  0.08  20.01  12.13  15.59  16.83  73   103    33  3.9
 13  5314 K4  1278  5496 K6   926  1794 K4   525  8976 16522  2.9  2.5  2.99  0.15  26.79  19.98  23.00  24.12  76   248  2104  4.0
 2001
  1  3724 K4   841  5325 K6  2179  1164 K4   378  6359 14942  3.3  3.0  1.68  0.07  17.75   9.83  13.28  14.64  78   151    10  3.7
  2  4563 K4  1401  5778 K6  2728  1298 K4   369  7620 15685  3.4  3.2  2.53  0.08  24.11  16.48  19.64  21.09  79    23    78  3.5
  3  4851 K4  1757  4812 K6  3020  1768 K4   437  9131 16544  4.6  4.3  2.43  0.11  22.58  16.51  19.24  20.06  75    21    59  4.6
  4  6853 K4  1007  6965 K6  1909  1919 K4   460 10397 17377  2.2  1.9  2.36  0.15  26.93  19.82  23.01  24.25  68     3   154  4.6
  5  7356 K4   686  6801 K6  1273  2295 K4   351 11125 18026  1.5  1.3  2.70  0.19  29.36  21.90  25.28  26.46  66     0   226  4.2
  6  6591 K4  1575  5586 K6  2111  2313 K4   342 11359 18309  2.9  2.3  4.04  0.21  31.47  24.76  27.60  28.55  74     0   294  3.8
  7  5607 K4  1578  3966 K6  2073  2526 K4   385 11180 18058  4.8  3.8  4.79  0.23  30.81  25.19  27.66  28.30  75     0   300  3.8
  8  5905 K4  1286  4796 K6  2015  2307 K4   491 10561 17393  3.4  2.5  4.57  0.22  31.48  25.66  28.11  29.02  73     0   317  3.7
  9  4667 K4  1677  3823 K6  2489  2089 K4   445  9469 16579  4.8  4.1  4.55  0.19  29.07  23.78  26.02  26.92  77     0   243  4.5
 10  4686 K4   892  4675 K6  1979  1853 K4   432  8014 15745  3.8  3.2  3.23  0.14  26.90  20.93  23.66  24.73  74     2   175  5.2
 11  4052 K4   800  5423 K6  1865  1246 K4   281  6625 15004  2.3  2.1  2.45  0.11  24.87  18.72  21.32  22.56  73     0   104  4.3
 12  3403 K4   813  4811 K6  2081  1148 K4   320  5933 14645  3.2  3.0  2.41  0.08  23.44  17.58  20.11  21.31  74    29    97  3.9
 13  5188 K4  1271  5230 K6   971  1827 K4   502  8981 16526  3.3  2.9  3.15  0.15  26.57  20.10  22.91  23.99  74   229  2057  4.1
 2002
  1  3417 K4  1137  4589 K6  2690  1174 K4   407  6352 14936  4.2  4.0  2.45  0.07  20.89  13.47  16.55  17.87  76    82    47  3.5
  2  4098 K4  1533  4870 K6  3160  1352 K4   481  7607 15673  4.3  3.9  2.38  0.08  20.46  13.35  16.62  17.64  69    54    14  4.2
